repo,sha,author,date,message,additions,deletions,total_changes
freeCodeCamp/freeCodeCamp,3fa13828e2fa0c183c2430766d830bd434ba9818,Jessica Wilkins,2025-07-02T15:38:12Z,feat(curriculum): add curriculum warning msg component (#60876)  Co-authored-by: dev-kamil <54180588+dev-kamil@users.noreply.github.com> Co-authored-by: Kolade Chris <65571316+Ksound22@users.noreply.github.com> Co-authored-by: Dario-DC <105294544+Dario-DC@users.noreply.github.com>,1303,0,1303
freeCodeCamp/freeCodeCamp,1f76ac71a42a69a827e51233d33e2f5fab660adc,Sem Bauke,2025-07-02T15:18:23Z,feat(client): exam environment download page (#57325)  Co-authored-by: Shaun Hamilton <shauhami020@gmail.com>,252,8,260
freeCodeCamp/freeCodeCamp,f6107116e8ae610d68c975fc2f6eded410857b77,Zaira,2025-07-02T15:18:01Z,chore(curriculum): audit bash scripting quiz (#60462),23,23,46
freeCodeCamp/freeCodeCamp,4f0cd7aee33fbb8cf3463ac6e605730b267cb47a,Jessica Wilkins,2025-07-02T15:08:57Z,refactor(curriculum): update higher order function workshop to break down steps further (#60435)  Co-authored-by: Kolade Chris <65571316+Ksound22@users.noreply.github.com>,1455,372,1827
freeCodeCamp/freeCodeCamp,e2ec2c14b4f702fd0a97908eb54831742a762209,freeCodeCamp's Camper Bot,2025-07-02T13:07:40Z,"chore(i18n,client): processed translations (#61187)",336,94,430
freeCodeCamp/freeCodeCamp,e3e8fadd3bccd68cddc0385936ad90885bb8b420,Shaun Hamilton,2025-07-02T09:00:09Z,refactor(tools): remove screenshot-service (#61172),0,1537,1537
freeCodeCamp/freeCodeCamp,331f70da45cc56f6f3c8ee878de0c9f3f8c33b69,Aaron Lopez,2025-07-02T00:33:11Z,chore: update steps 20-21 in workshop-magazine to use specific assert methods (#61158),12,12,24
freeCodeCamp/freeCodeCamp,d82e1b98a55072f6807a53d7ff21939e5627ea2b,Zaira,2025-07-01T16:36:52Z,feat(curriculum): add otp generator (#59121)  Co-authored-by: Naomi <accounts+github@nhcarrigan.com> Co-authored-by: Tom <20648924+moT01@users.noreply.github.com> Co-authored-by: Oliver Eyton-Williams <ojeytonwilliams@gmail.com>,449,1,450
freeCodeCamp/freeCodeCamp,3877fd6d8f81189ec1db8644023a69ebd1f7e7f3,Jessica Wilkins,2025-07-01T16:29:39Z,chore(curriculum): reorganize semantic html lectures (#61112),127,40,167
freeCodeCamp/freeCodeCamp,50482f5ccd97fe69d1d56e5359de7b6796daff46,Tom,2025-07-01T15:34:32Z,fix(curriculum): typo in daily challenge (#61174),1,1,2
freeCodeCamp/freeCodeCamp,9418eadfe962250f29a2cfadaf3b4d1dffee356a,aliya mahaboob,2025-07-01T12:07:49Z,chore(curriculum): update magazine workshop steps 22–23 to use specific assert methods (#61154),46,12,58
freeCodeCamp/freeCodeCamp,b5f2115a7910feed24325471b6097387c5c7ded2,Kolade Chris,2025-06-30T16:39:28Z,feat(curriculum): add binary search workshop (#60727)  Co-authored-by: Jessica Wilkins <67210629+jdwilkin4@users.noreply.github.com> Co-authored-by: Dario-DC <105294544+Dario-DC@users.noreply.github.com>,945,2,947
freeCodeCamp/freeCodeCamp,883286c242cb4c88fd86f816f8bb85c93ffe26c5,freeCodeCamp's Camper Bot,2025-06-30T16:19:06Z,"chore(i18n,learn): update i18n-curriculum submodule (#61157)",1,1,2
freeCodeCamp/freeCodeCamp,1b8945f993a33818c6c5e3d5bde7596b839e8d80,Stephen Mutheu Muya,2025-06-30T15:46:59Z,fix(curriculum): update lab page of playing cards test. (#61144)  Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>,7,1,8
freeCodeCamp/freeCodeCamp,1b4af50a75df6640fbbef8f1696a3863225cccb7,Alex Goldsmith,2025-06-30T15:45:55Z,fix(curriculum): add .trim() to innerText assertions (#61109),9,9,18
freeCodeCamp/freeCodeCamp,f81857068b2b42e16ec83e814984ce69d844d162,freeCodeCamp's Camper Bot,2025-06-30T14:11:30Z,"chore(i18n,client): processed translations (#61151)",690,106,796
freeCodeCamp/freeCodeCamp,502ca94e5a723b019e8ba52ec9fa04697f0e2730,Anish Kamath,2025-06-30T06:54:24Z,fix(curriculum): updated assert method for steps 8-9 of workshop-magazine to use specific asserts (#61110),11,11,22
freeCodeCamp/freeCodeCamp,ee6b4ab943f5016efb12f9647daca9622886ee77,Arjit,2025-06-30T04:43:44Z,fix(learn): show answer for quiz questions in Full stack curriculum (#61117),1,0,1
freeCodeCamp/freeCodeCamp,c19a22a695321523d72d8821fc7e60baa93bd893,keerthan kodi,2025-06-30T04:07:38Z,chore(curriculum): update specific asserts in magazine workshop steps 10-11-12 (#61113)  Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>,10,10,20
freeCodeCamp/freeCodeCamp,5c61f3e3e053048030753cc34a022d6202d7f208,E Satya Sundar Patra,2025-06-29T05:08:35Z,"fix(curriculum): update workshop-magazine steps 13,18 to use specific asserts (#61120)",14,14,28
freeCodeCamp/freeCodeCamp,4865efb3fa3a70044cb4967a91713e59ddde1382,Dario-DC,2025-06-28T18:41:15Z,chore(curriculum): replace find_case_body helper (#61107),13,13,26
freeCodeCamp/freeCodeCamp,b2ea6bdea357cd02be19f77bd129f7f0e116e81c,Teklu Abayneh,2025-06-28T17:14:03Z,chore:  update asserts in step 19 tests (#61118),13,13,26
freeCodeCamp/freeCodeCamp,b7b02ee1590b2ec1402eb5e33d985eb4a06c3481,Ahmad Abdolsaheb,2025-06-27T19:52:36Z,feat(client): independent lower jaw ab test (#61085)  Co-authored-by: Shaun Hamilton <shauhami020@gmail.com>,344,51,395
freeCodeCamp/freeCodeCamp,ecd5582ed9f0991e74ccd71bcf713f0f10c6332b,Giftea ☕,2025-06-27T19:39:15Z,fix(curriculum): update quiz questions to focus on React keys and lists (#61070)  Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com>,15,15,30
freeCodeCamp/freeCodeCamp,9d0b78496c47fafdcdaee0b6edfaa4bb908a7736,MISHRA ANUBHAV,2025-06-27T17:27:50Z,fix(curriculum): rename get-weather button id to get-weather-btn (#61106),20,20,40
freeCodeCamp/freeCodeCamp,97c4f45dd550757e106f256e88a9e5f9c05ae8e2,Giftea ☕,2025-06-27T17:08:02Z,chore(curriculum): add domain variety to email masking visible tests (#61069),14,0,14
freeCodeCamp/freeCodeCamp,fefbfd7c588253d8fcbfe649b4f988cda38a1c30,Giftea ☕,2025-06-27T17:05:02Z,chore(curriculum): update setPowers instructions in Build Superhero App Form workshop (#61108)  Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>,2,2,4
freeCodeCamp/freeCodeCamp,63a0676412a83f8df0a2d45478fa9424a8a40501,Hassan Waqar,2025-06-27T16:32:42Z,fix(curriculum): allow optional semicolon in Card component return statement (#61055)  Co-authored-by: Hassan Waqar <hassanwaqar@ITs-MacBook-Pro.local>,1,1,2
freeCodeCamp/freeCodeCamp,a456a1cbfa155fb90dfb531154115892782287b2,Oliver Eyton-Williams,2025-06-27T16:06:00Z,feat(client): don't show tailwind warning to learners (#61103),18,3,21
freeCodeCamp/freeCodeCamp,d98d5f120a35179009b9cdaaad1c2e60fff8df4d,Supravisor,2025-06-27T13:00:15Z,fix(curriculum): reword question in passing props React lecture (#61075)  Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com>,2,2,4
freeCodeCamp/freeCodeCamp,68e829f097447c113d5d9251d51e9014f2198724,Supravisor,2025-06-27T12:49:16Z,fix(curriculum): clarify user story in fCC Forum Leaderboard (#61074)  Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com>,1,1,2
freeCodeCamp/freeCodeCamp,12dea37cbb0e57685016617ad344fecdf873c29f,Anastasiia,2025-06-27T11:27:05Z,feat(curriculum): add review tasks to block 8 of the A2 curriculum (#61102),570,473,1043
freeCodeCamp/freeCodeCamp,f1db7ba8e2ab4cebe91ae73c3062e67bb5210c0c,Anastasiia,2025-06-27T11:26:23Z,feat(curriculum): add review tasks to block 7 of the A2 curriculum (#61093),686,220,906
freeCodeCamp/freeCodeCamp,74db899ef40ce732372d3ae5a307a3429742fd13,Anastasiia,2025-06-27T11:22:33Z,feat(curriculum): add review tasks to block 9 of the A2 curriculum (#61105),659,223,882
freeCodeCamp/freeCodeCamp,7920376a5f5b748946e8ff1ca63400c5ca5ec0e3,Tanmay Gautam,2025-06-27T03:46:20Z,fix(curriculum): Corrected Grammar in CSS Layouts and Effects Review Page (#61077),2,2,4
freeCodeCamp/freeCodeCamp,3af161450fe35692dd7d3e1d67ca426756c2a7cd,Tom,2025-06-26T20:08:36Z,"feat(curriculum, client): add catalog (#60951)",1504,12,1516
freeCodeCamp/freeCodeCamp,10e3004403971dc50298fc5933d64ba81d9ed4f1,Estefania Cassingena Navone,2025-06-26T17:18:42Z,fix(curriculum): update grid-column and grid-row lecture (#61092),1,1,2
freeCodeCamp/freeCodeCamp,0b1658557a7e0e3ef08831429e09bf4a15dd07b5,Anastasiia,2025-06-26T16:49:35Z,feat(curriculum): add review tasks to block 16 of the A2 curriculum (#61000),250,553,803
freeCodeCamp/freeCodeCamp,e7cd4c230c49cd0f6b2b498e3de390e113b21c96,Anastasiia,2025-06-26T16:46:34Z,feat(curriculum): add review tasks to block 15 of the A2 curriculum (#60998),355,91,446
freeCodeCamp/freeCodeCamp,eab910134f50fb145a7c08fd491f74aa899733fc,Anastasiia,2025-06-26T16:38:51Z,feat(curriculum): add review tasks to block 14 of the A2 curriculum (#60997),354,94,448
freeCodeCamp/freeCodeCamp,3415f0886f6c12d4a97aaca69230944c493efda3,Anastasiia,2025-06-26T16:36:25Z,feat(curriculum): add review tasks to block 13 of the A2 curriculum (#60994),400,142,542
freeCodeCamp/freeCodeCamp,2cbd0bb6e43f65a9996991d4982188c3b9e78e25,Anastasiia,2025-06-26T14:29:35Z,feat(curriculum): add review tasks to block 27 of the A2 curriculum (#61087),338,70,408
freeCodeCamp/freeCodeCamp,2285f56aa96cdfbe8ea39c53341056d6e499d4d7,Anastasiia,2025-06-26T14:29:12Z,feat(curriculum): add review tasks to block 26 of the A2 curriculum (#61086),354,210,564
freeCodeCamp/freeCodeCamp,56e21ddeae4f9322672e1eaecb32b9f57edc95c9,Anastasiia,2025-06-26T14:27:54Z,feat(curriculum): add review tasks to block 25 of the A2 curriculum (#61068),456,106,562
freeCodeCamp/freeCodeCamp,0f59b2223cdda7fddb8d6aa567026d4d64873dd5,Anastasiia,2025-06-26T14:27:14Z,feat(curriculum): add review tasks to block 24 of the A2 curriculum (#61064),334,76,410
freeCodeCamp/freeCodeCamp,0f132a3dec179cc2ba013e31ed3adf23ae5ef418,Anastasiia,2025-06-26T14:26:37Z,feat(curriculum): add review tasks to block 23 of the A2 curriculum (#61033),341,55,396
freeCodeCamp/freeCodeCamp,f3b66c9e1093bdf19687500447d0b952b2e8d3fb,Anastasiia,2025-06-26T14:25:57Z,feat(curriculum): add review tasks to block 22 of the A2 curriculum (#61030),331,275,606
freeCodeCamp/freeCodeCamp,aa71253ce958a1d8860c5a5805363d5dcd69bfc0,Anastasiia,2025-06-26T14:25:28Z,feat(curriculum): add review tasks to block 21 of the A2 curriculum (#61026),72,507,579
freeCodeCamp/freeCodeCamp,efec05898ea445a90579efefb0e7eb3d73aeb604,Anastasiia,2025-06-26T14:24:46Z,feat(curriculum): add review tasks to block 20 of the A2 curriculum (#61025),74,489,563
freeCodeCamp/freeCodeCamp,4275413680abe4a804f2ee4ced5fee55521d5311,Anastasiia,2025-06-26T14:23:49Z,feat(curriculum): add review tasks to block 19 of the A2 curriculum (#61016),80,471,551
freeCodeCamp/freeCodeCamp,6de6414059a463484eb6f048e3e1339a343d3de9,Anastasiia,2025-06-26T14:22:51Z,feat(curriculum): add review tasks to block 18 of the A2 curriculum (#61014),103,392,495
freeCodeCamp/freeCodeCamp,bd98eaf365ee1838e112e69b5bda20f0da52a3a6,Stephen Mutheu Muya,2025-06-26T13:10:32Z,"fix(curriculum): change question, answer and distractor in quiz sematic html (#60715)  Co-authored-by: Huyen Nguyen <25715018+huyenltnguyen@users.noreply.github.com> Co-authored-by: Krzysztof G. <60067306+gikf@users.noreply.github.com>",7,7,14
freeCodeCamp/freeCodeCamp,9e6a097da95e238c15e34a6f2f62d67b9ec7d2de,Giftea ☕,2025-06-26T12:43:01Z,fix(curriculum): Add note and example for script element in step 5 of storytelling workshop  (#61072),6,0,6
freeCodeCamp/freeCodeCamp,9b666dc60fd81cb10fe874ac7158534e28745470,freeCodeCamp's Camper Bot,2025-06-25T17:31:02Z,"chore(i18n,learn): update i18n-curriculum submodule (#61062)",1,1,2
freeCodeCamp/freeCodeCamp,5ae2e3eca701192b1e528f02f894d77ddbd079eb,Tom,2025-06-25T16:49:04Z,"chore(deps,api): update date-fns and add date-fns-tz (#61048)",33,27,60
freeCodeCamp/freeCodeCamp,98326d266f495fb1d4fc5f836bebcb35d9571da7,Anastasiia,2025-06-25T15:51:47Z,feat(curriculum): add review tasks to block 12 of the A2 curriculum (#60977)  Co-authored-by: Nielda Karla <90112119+nieldakarla@users.noreply.github.com>,670,208,878
freeCodeCamp/freeCodeCamp,6848da8320fe4b57cd08e99a9233e6c81a0141d8,Mrugesh Mohapatra,2025-06-25T14:13:44Z,"Merge commit from fork  httpOnly (invisible to JS) and secure (https only) are now used. In order to update existing users without requiring them to re-authenticate, each request sets those properties on the cookie.  Finally, the maxAge is now 30 days and is also updated on each request. i.e. it's a rolling 30 days.  Co-authored-by: Oliver Eyton-Williams <ojeytonwilliams@gmail.com>",65,27,92
freeCodeCamp/freeCodeCamp,acd5508831ea9a9ac15d0b2e181cc4d12b5a5702,freeCodeCamp's Camper Bot,2025-06-25T13:53:19Z,"chore(i18n,client): processed translations (#61057)",100,30,130
freeCodeCamp/freeCodeCamp,6c71f96b3fbec27c5cc0ff23faea48aa8a47d900,Nielda Karla,2025-06-25T12:09:54Z,Feat(curriculum): Replace summary tasks by review tasks to Blocks 17 A2 curriculum (#60819),88,477,565
freeCodeCamp/freeCodeCamp,551aa5ac01f4a88ca400b0e0f814b7a0e5e64bde,Anastasiia,2025-06-25T12:09:37Z,feat(curriculum): add review tasks to block 11 of the A2 curriculum (#60967),694,256,950
freeCodeCamp/freeCodeCamp,0e3c840d13fe260fda42aa4da68904b7ceae8494,Anastasiia,2025-06-25T12:09:21Z,feat(curriculum): add review tasks to block 10 of the A2 curriculum (#60963),771,307,1078
freeCodeCamp/freeCodeCamp,021a6b4ff52c46328c4dead4ae964c1e1cfec948,Anna,2025-06-25T10:52:01Z,fix(client): update pokemon url redirect (#61018),1,1,2
freeCodeCamp/freeCodeCamp,d62e1f92117bc7fa29221d7d1e67c32141d789d3,Ravi Kant,2025-06-25T10:04:26Z,fix(curriculum): update wording in HTML Accessibility quiz (#61046),5,5,10
freeCodeCamp/freeCodeCamp,0acad8c464a40cb5f46fefb36d91e76c1c5f7b82,Hassan Waqar,2025-06-25T09:26:15Z,fix(curriculum): add missing transcript for React components video (#61042)  Co-authored-by: Hassan Waqar <hassanwaqar@ITs-MacBook-Pro.local> Co-authored-by: Ilenia <26656284+ilenia-magoni@users.noreply.github.com>,1,0,1
freeCodeCamp/freeCodeCamp,87c274a9ef170218b88e9b6a1ddd030f9c64de2d,Oliver Eyton-Williams,2025-06-25T06:30:24Z,feat(api): allow HOME_LOCATION origin in development (#61003),18,13,31
freeCodeCamp/freeCodeCamp,a81293c52088b942a38541ca030984be748eaec2,Anna,2025-06-25T06:27:57Z,fix(client): add html media lecture redirections (#61022),36,0,36
freeCodeCamp/freeCodeCamp,dd6117d4e657e7963e734cb84d2ba58a607622f3,Huyen Nguyen,2025-06-25T03:57:02Z,chore(deps): upgrade @freecodecamp/ui to v4.2.0 (#60919),102,95,197
freeCodeCamp/freeCodeCamp,e7d83013e090b685434500e067309f0dabfa509d,Abubakr Rizan,2025-06-24T19:45:38Z,fix(curriculum):updated test cases in gradebook-app (#61039),24,0,24
freeCodeCamp/freeCodeCamp,7058bf5320815d02b0d05fbcf96bf9499829423a,hassanwaqa,2025-06-24T18:36:40Z,fix(curriculum): add missing backticks and fix wording in reusable navbar step 7 (#61043)  Co-authored-by: Hassan Waqar <hassanwaqar@ITs-MacBook-Pro.local>,4,4,8
freeCodeCamp/freeCodeCamp,d2ff15ef140467b573ece4d466e471854fd73081,sskiragu,2025-06-24T14:49:05Z,fix(curriculum): correct grammar in semantic HTML lesson (#61037),1,1,2
freeCodeCamp/freeCodeCamp,efbdec0fe2df725c2debd94b6872f7dfa23417eb,Abubakr Rizan,2025-06-24T07:34:17Z,fix(curriculum): updated transcript in memoization (#61019),1,1,2
